,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent
0,1498797421584961546,2022-03-01,https://twitter.com/MelissaLMRogers/status/1498797421584961546,155,13,201,403,6,en,False,False,False,False,,1,True,1137438540,Melissa 🇨🇦,NOT government funded • Rights & FREEDOM • Respect & Peace for all • Investor • Less Government • Tweets my own ™️ • Proudly INTJ • Conservative Values,False,2013-01-31,32955,8800,Canada,"Pfizer documents showed us that stillbirths and neonatal seizures were adverse events of the JAB, among the tragic others 

#pfizerdocuments #Pfizer #Covid"
1,1498791281597759498,2022-03-01,https://twitter.com/senseidai/status/1498791281597759498,303,5,62,88,4,en,False,True,False,False,,0,True,28670713,ElisaSupports #GunReformNow 🌊💪,🗣 #voteblue #RepublicansAreTheProblem #resist #DemVoice1 #BlueVoices Followed by @roarquette @glennkirschner2 Follow me on Mastodon @senseidai@mstdn.social,False,2009-04-03,13046,10746,United States,"#Republican #SOTU rebuttal tonight will be given by Iowa Gov Kim Reynolds, who’s been accused of using #COVID relief money inappropriately. And she’s trying to push through a tax cut for the wealthy in her state. In other words, a typical R.

#VoteBlue2022 #DemVoice1 #BlueVoices https://t.co/YGYVj43AK2"
2,1498780768558096393,2022-03-01,https://twitter.com/MelissaLMRogers/status/1498780768558096393,123,20,187,371,6,en,False,False,False,False,,6,True,1137438540,Melissa 🇨🇦,NOT government funded • Rights & FREEDOM • Respect & Peace for all • Investor • Less Government • Tweets my own ™️ • Proudly INTJ • Conservative Values,False,2013-01-31,32955,8800,Canada,"From Dec 2020 to February 2021, there was a total of 42,086 Pfizer adverse cases reported 

#Pfizer #pfizerdocuments #COVID"
3,1498778668235120640,2022-03-01,https://twitter.com/senseidai/status/1498778668235120640,276,7,39,76,2,en,False,False,False,False,,0,True,28670713,ElisaSupports #GunReformNow 🌊💪,🗣 #voteblue #RepublicansAreTheProblem #resist #DemVoice1 #BlueVoices Followed by @roarquette @glennkirschner2 Follow me on Mastodon @senseidai@mstdn.social,False,2009-04-03,13046,10746,United States,"#MarcoRubio “doesn’t have time” to take a #COVID test in order to attend the SOTU tonight. Same man who skips Senate votes. 

Hey Marco-what do you actually do?

FL please vote for someone who has already proven how hard she works for you: @valdemings 

#DemVoice1 #BlueVoices"
4,1498768560348356612,2022-03-01,https://twitter.com/GovKathyHochul/status/1498768560348356612,102,53,26,148,4,en,False,True,False,False,,2,False,2977083957,Governor Kathy Hochul,Official Twitter account for the 57th Governor of New York State. Social Media Use Policy: https://t.co/iwTBLsiPDh,False,2015-01-13,242492,678,,"#COVID Percent Positive Update:

-66,574 Test Results Reported
-1.93% Positive https://t.co/iQPd909LP8"
5,1498763723904847876,2022-03-01,https://twitter.com/senseidai/status/1498763723904847876,270,2,39,67,0,en,False,False,False,True,,0,True,28670713,ElisaSupports #GunReformNow 🌊💪,🗣 #voteblue #RepublicansAreTheProblem #resist #DemVoice1 #BlueVoices Followed by @roarquette @glennkirschner2 Follow me on Mastodon @senseidai@mstdn.social,False,2009-04-03,13046,10746,United States,"The people complaining about Biden had no problem taking their #covid relief check or their child tax credit. Or seeing their local roads and bridges repaired. Or reaping the benefits of expanded grid and broadband...

#VoteBlue2022 #DemVoice1 #BlueVoices #BidenDelivers"
6,1498762430616420352,2022-03-01,https://twitter.com/kathrynbarger/status/1498762430616420352,307,37,18,139,3,en,False,True,False,False,,0,True,3165949670,Supervisor Kathryn Barger,Los Angeles County Supervisor representing the Fifth District.,False,2015-04-20,13097,716,Los Angeles County,"Just heard @lapublichealth’s post surge #COVID plan. Alignment of our county’s masking mandates w/ @CAgovernor &amp; @CDCgov? DONE. @CountyofLA’s school masking mandates end March 12. Vaccines, masking up if you need more protection…I trust folks know what to do by now #NoNannyState https://t.co/SdUikZkp3n"
7,1498759755036303360,2022-03-01,https://twitter.com/miketmcmullen/status/1498759755036303360,172,3,28,85,1,en,False,False,False,False,,0,False,1116419370601865217,Mike McMullen 🇨🇦,"Federal Candidate #PPC
R/Ts are not endorsements When a government no longer serves the people, it must be replaced.",False,2019-04-11,17077,3851,,".@JustinTrudeau should be proud of himself he scared a nation into taking an experimental vaccine, that doesn't prevent you from catching, spreading, and dying from #covid."
8,1498754239300055041,2022-03-01,https://twitter.com/LtGovStratton/status/1498754239300055041,284,3,18,80,0,en,False,False,False,True,,0,True,1084818625578627072,Lt. Governor Juliana Stratton,Official account of Illinois’ 48th Lt. Governor. Advancing justice and uplifting women + girls across Illinois. Our only way forward is together. she/her.,False,2019-01-14,25177,1086,Illinois,"It was an absolute honor to work alongside Dr. Ezike!

She tirelessly led @IDPH &amp; guided us through a global pandemic for the last 3 years. 

From giving #Covid updates in Spanish to promoting the vaccine cross-culturally, thank you for serving the people of Illinois. #DrEzikeDay"
9,1498753258793410560,2022-03-01,https://twitter.com/BossBlunts1/status/1498753258793410560,159,2,133,249,9,en,False,True,False,False,,10,True,1403201252910059522,The Butcher of Wall Street | Marcel Kalinovic,"Founder & CEO @LitXchangeLLC, Hot Shot Logistics.
Entrepreneur, Investor, Strategist. Tweets are not financial advice nor an offer to buy/hold/sell securities.",False,2021-06-11,38021,7591,"Chicago, IL","*4.7% of people developed blood Lymphatic Disorders
*2.6% of people suffered tachycardia 🫀
*4.6% of #vaccinated people developed #covid https://t.co/Y25jen2zkl"
