,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent
0,1388624746623946761,2021-05-01,https://twitter.com/mommamia1217/status/1388624746623946761,264,3,11,87,2,en,False,True,False,False,,0,True,271075882,❤️🧡💛ᗰia💚💙💜,🙋🏼‍♀️#Independent🗳️#Foodie🍽️ #Mangia🇮🇹 #PROCHOICE #LGBTQally🌈 #TypoQueen👸🏼#BannedBookEnthusiast📚 #Healthcare #AnimalAdvocate🦁 #BidenHarris2024,False,2011-03-23,166293,110973,"Cleveland, OH","Finally! After over a year my son is reunited with his fraternity brothers. 

They haven’t been under the same roof since last March.

#ThankyouScience #Vaccinated #GetVaccinated #VaccinesWork #CWRU #Science #Covid #HomeAlone #ProudestMommy https://t.co/gRtSLKcJeS"
1,1388623832068599809,2021-05-01,https://twitter.com/poorscousertom/status/1388623832068599809,104,1,8,73,0,en,False,False,False,False,,0,False,239560078,Steve 🐟 🇬🇷🇪🇺 💙 #European,🐟 Commissioner👨‍💼 Father to 4 boys👬👬 Travel ✈️ Liverpool F.C 🏆 😆NGHFB 🎸Curb 😂 Ted Talks 💡 #DOAC 🎤 #YNWA 🕯 #SimonSinek @Poorscousertom@Mastodonapp.uk,False,2011-01-17,26171,22355,Things will work out 🗝️🚪,"Swap that man for the @NHSuk Free School Meals, fishing, #Covid and the same rules apply. He walks past."
2,1388623500055781376,2021-05-01,https://twitter.com/GuftarAhmedCh/status/1388623500055781376,287,3,14,182,0,en,False,False,False,False,,0,True,447626422,Guftar Ahmed,"Lawyer, Activist, Electrical Engineer, Chief Spokesperson @JKGBYWC.",False,2011-12-27,20199,217,"Budhal,Rajouri -J&K. ",Jammu Kashmir is the only place in the country where u didn't see any incident of disrespect to the dead bodies of corona patients. People give full respect &amp; perform last rites as per the religious beliefs that too under proper SOP's and protocol. Long live J&amp;K. #Covid #Kashmir
3,1388616128860131332,2021-05-01,https://twitter.com/cmckenney/status/1388616128860131332,165,15,1,216,1,en,False,True,False,False,,0,True,16785360,Catherine McKenney 🏳️‍⚧️ (they/them),"Executive Director, https://t.co/p53ooM1HTt @city_shapes",False,2008-10-15,44524,3039,"Ottawa, Ontario",Sitting in a parking lot eating @awrestaurants burger &amp; fries with my wife &amp; kid and can’t remember being this happy #COVID #RoadTrip https://t.co/KLo3TBLIVP
4,1388613278138503171,2021-05-01,https://twitter.com/ArieDoodle/status/1388613278138503171,275,37,11,290,0,en,False,True,False,False,,0,True,1228176664942657536,🍖Arie Bear🍖,"I'm Arie Bear a mini #goldendoodle and a good boi. Here to spread positivity and joy to Twitter & YouTube. Love bones, bacon, bananas, Disney! 😊
#dogsoftwitter",False,2020-02-14,15283,6692,"Iowa, USA","I'm at Nana and Papa's house and I found the peemail I left from a month ago! It must have been on a delayed delivery 📨😂
Nana is doing better. Still using a little oxygen but can walk farther every day without it! #Covid ❤️🐾
#dogsoftwitter #AriesWorld https://t.co/AqMA2DquuN"
5,1388600829867806720,2021-05-01,https://twitter.com/DebKilroy/status/1388600829867806720,186,19,130,824,5,en,False,False,False,False,,1,False,499301763,Debbie Kilroy #FreeHer,"Formerly incarcerated working to end racial gendered violence, abolish the #PIC, supporting young women to lead https://t.co/gstrvDDZmm #freeher",False,2012-02-22,25113,2508,Meanjin,Long term #covid is taking its toll on me but my heart breaks for people in India 💔💔 So many people are dying. It’s devastating. Rich countries like ours need to do more @ScottMorrisonMP
6,1388597078432141314,2021-05-01,https://twitter.com/MsLoloJ/status/1388597078432141314,280,11,38,67,5,en,False,False,False,False,,1,True,161822705,Lauren Harris,Director @ChanceryComms | PR & comms consultant | Literary translator | Trainee BSL interpreter | Mum | Vegan | Green | Humanist | ADHD | Silver vixen 🦊,False,2010-07-01,3026,5001,"Sheffield, England",Disappointed to report that #BSL access at #COVID vaccination centre was not fit for purpose. My partner ticked the “I need a BSL interpreter” box when booking his slot. We arrived on time. No sign of an interpreter. Staff informed us there was a “BSL machine”. We were intrigued.
7,1388588915129425920,2021-05-01,https://twitter.com/sidhant/status/1388588915129425920,174,17,189,637,8,en,False,True,False,False,,3,True,17670329,Sidhant Sibal,Diplomatic & Defence Correspondent for @WIONews. Bylines in @dna newspaper. Previously @DDnewsLive.,False,2008-11-27,223194,842,"Sydney, New South Wales",Assistance to India to deal with #Covid arrives from #Uzbekistan. 100 oxygen concentrators &amp; other medical supplies landed post midnight at Delhi. https://t.co/qKRkoNrNSu
8,1388587908345499650,2021-05-01,https://twitter.com/JacinthePayant/status/1388587908345499650,112,5,50,134,3,en,False,True,False,False,,0,True,531718121,JC #ProScience🌻 #NeverVoteConservative 🇨🇦,Proud Liberal. Activist/Advocate. Volunteer. Writer. Therapist. Animal Lover. Mom/Grandma. Stand & Speak for the voiceless & let’s save our 🌏 TOGETHER 🐝 😷✌️,False,2012-03-20,11900,9332,,"Waiting for Conservatives to come up with a #Covid plan. 
#DougFordResign 
#ResignKenney https://t.co/jQ1Rgkit8e"
9,1388578971810414596,2021-05-01,https://twitter.com/prernabindra/status/1388578971810414596,288,12,9,76,1,en,False,False,False,False,,1,True,34292568,prerna singh bindra 🐘🐅🐾,"PhD Scholar, Cambridge;
Fierce protector of the wild. Author of 'The Vanishing'; @home in the wilderness, misfit on twitter. A dog's best friend",False,2009-04-22,14710,2644,Cambridge ,"PK Sen sir, former director of Project #Tiger is a warrior for #wildlife. &amp; i hope &amp; pray he pulls thru this #COVID crisis. His role in #conservation of #wildlife #tigers is vastly understated. He is my mentor, guide-much more. i respect &amp; love him. Please pray..that he heals"
