,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent
0,1366534362464997377,2021-03-01,https://twitter.com/PeteGreig/status/1366534362464997377,267,6,136,421,11,en,True,False,False,False,,0,True,31125490,Pete Greig,"bewildered founder @247prayer | sr pastor @EmmRd | daily prayer #Lectio365 | ambassador @Tearfund | host @wildfiresfest, #LectioCourse | writer #HowtoPray etc",False,2009-04-14,44827,97,UK,"Dear ⁦@BorisJohnson⁩
It is morally wrong to cut aid to the world’s gravest humanitarian disaster by £127m. This ‘saving’ amounts to just 0.4% of what we’ve spent fighting #Covid but it’s a death sentence for people in #Yemen ⁦@10DowningStreet⁩ https://t.co/wmBJZT1mHv"
1,1366508862644383746,2021-03-01,https://twitter.com/DrBellyButton/status/1366508862644383746,269,20,133,258,23,en,True,False,False,False,,6,True,354321534,Arabella Onslow💜,"Nosey, opinionated Cumbrian GP & foster carer; knitter, natterer, married to a gorgeous Indian man. Fascinated by physiology of emotion. #tigerinthemeadow",False,2011-08-13,3147,4359,"Kirkby-in-Furness, Cumbria","Not using #ivermectin to save lives in #covid is a crime against humanity. 

Lobby your MP to get this raised in government. We will have to live with the shame of letting people die unnecessarily if we don't start adopting this drug for covid

 https://t.co/AmF79nqyFq"
2,1366507027426607104,2021-03-01,https://twitter.com/JustinLessler/status/1366507027426607104,277,13,50,155,4,en,False,False,False,False,,7,False,3035923523,Justin Lessler,Justin Lessler is a Professor of Epidemiology at the UNC Gillings School of Global Public Health,False,2015-02-14,7299,535,,"Overall, in-person schooling seems to be associated with #COVID-19 risk to household members, but this risk can be controlled by in-school mitigation measures. A lot still remains unknown, hopefully this study of ~600k people helps folks thinking about this thorny issue. (8/8)"
3,1366507008166363143,2021-03-01,https://twitter.com/JustinLessler/status/1366507008166363143,253,29,191,388,83,en,True,False,False,False,,97,False,3035923523,Justin Lessler,Justin Lessler is a Professor of Epidemiology at the UNC Gillings School of Global Public Health,False,2015-02-14,7299,535,,"In preprint w/ @KateGrabowski @khgrantz @andrewazman @CJEMetcalf @Lizstuartdc we look at #COVID-19 risk to household members from in-person schooling. A summary follows. Caution: this work has not yet been peer reviewed (1/8)
    https://t.co/BZ2rLL10yf"
4,1366501782407417856,2021-03-01,https://twitter.com/justin_hart/status/1366501782407417856,303,22,191,506,27,en,False,True,False,False,,64,False,8349572,Justin Hart,"AI: https://t.co/Crf70AQste  
COVID: https://t.co/UXBHESP3R1 
Book: https://t.co/BXoqNWoOxP 
claimed by @jennyerikson / Father to 8: justinhart.biz@gmail.com",False,2007-08-22,143299,7259,"San Diego, CA","New CDC #COVID master file is out! Focus on 2020 we find that our medical interventions are working incredibly well now!
- The raw CFR is below 1%
- The 3% hospitalization rate is essentially the same as influenza

Still a deadlier disease than the flu but less so each month.
1/ https://t.co/cPLVBB8caL"
5,1366497546751909889,2021-03-01,https://twitter.com/MarkCherrington/status/1366497546751909889,277,19,0,175,1,en,False,False,False,False,,1,True,227020778,Mark Cherrington,mark@coalition4jhr.org  7808506254 text/call. Helping vulnerable persons for 30 yrs. Human Rights Advocate. No government funding. See pinned tweet to help.#YEG,False,2010-12-15,8377,2953,ᐊᒥᐢᑿᒌᐚᐢᑲᐦᐃᑲᐣ Treaty 6 YEG,No shame or stigma me stating I'm seeing my family Dr. Over my #mentalhealth ive had some dark days when I had #Covid. And always dealing with misery and some tragic deaths with youth I have worked with has been a  heavy burden.  Anyways I'm sure I'll be fine with my supports.
6,1366495796611452935,2021-03-01,https://twitter.com/DavidLat/status/1366495796611452935,259,5,13,147,2,en,False,False,False,False,,0,True,14307494,David Lat,"Lawyer turned writer, speaker, podcaster: Original Jurisdiction, https://t.co/hBEAtRCUxV. Author, @SCOTUSambitions. Founder, AboveTheLaw/@ATLblog.🏳️‍🌈",False,2008-04-05,97506,10140,"New Jersey, USA","2/ I probably contracted the #coronavirus right around this time a year ago (since symptoms showed up around March 7). Hindsight is of course 20/20, but who knows how many lives could have been saved had we locked things down a little earlier. #covid #COVID19"
7,1366485396658540546,2021-03-01,https://twitter.com/RepBourdeaux/status/1366485396658540546,173,9,27,197,9,en,False,True,False,False,,0,True,1343620645452595200,Rep. Carolyn Bourdeaux,"Proudly representing #GA07. Advocate for Georgia families and a big fan of budgets. Before Congress, I taught at @aysps — go Panthers!",False,2020-12-28,7146,118,,Big news: I introduced my first bill today! The #FRESHAir Act gives a tax credit to businesses who upgrade their ventilation systems to fight #COVID. https://t.co/pWP1MkZ4io
8,1366482985227288576,2021-03-01,https://twitter.com/ColeColette/status/1366482985227288576,153,2,17,77,0,en,False,False,False,False,,0,True,337942249,Colette Cole,"Interested in current affairs, politics, human rights, sports, economy, dogs especially Shih Tzu. Have recently become a swimmer.",False,2011-07-18,118,416,Dublin,"To anybody who thinks it’s ok to ignore restrictions #covid have a look at #Dispatches #channel4 tonight. Also, the humanity of the staff is wonderful. 💕"
9,1366480205481717764,2021-03-01,https://twitter.com/GovAbbott/status/1366480205481717764,278,399,74,366,34,en,True,False,False,False,,2,False,19291441,Gov. Greg Abbott,Official news from the Office of Texas Governor Greg Abbott. You can follow the governor's personal feed @GregAbbott_TX,False,2009-01-21,540930,2632,,"The State of Texas has launched the first week of the Save Our Seniors initiative in 26 counties.

This program will help reach vulnerable homebound seniors across the state and provide them with life-saving #COVID vaccines.

@TDEM @TxMilitary @TexasDSHS https://t.co/PSLjWOlWYg"
