,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent
0,1300946536193568769,2020-09-01,https://twitter.com/iOptimizeRealty/status/1300946536193568769,103,0,0,0,0,en,True,False,False,False,,0,True,300320695,iOptimize Realty®,"https://t.co/8VPXuTb2Ds

Tenant Representation, Economic Development, CRE Optimization. #CRE #TenantRep #Office #Warehouse",False,2011-05-17,2378,2874,"Melville, NY","Ways Office Layouts Will Change with COVID-19 #CRE #Office #Layouts #COVID-19  
https://t.co/8Lk7CnIFvY"
1,1300946407189250049,2020-09-01,https://twitter.com/ClassCastPod/status/1300946407189250049,251,0,0,2,0,en,True,False,False,False,,0,True,1155307169337761792,ClassCast PodCast,"#Education #Podcast for everyone: philosophy, policy, pedagogy, & people.
#40Under40 #BestOfLoudoun #Loudoun100
#distancelearning
~Ryan Tibbens~ Opinions my own",False,2019-07-28,2569,732,"Northern Virginia, USA","I discussed some of these financial concerns in ClassCas #Podcast Ep.023 with Jim Dunning. This clip addresses part of the problem, and the full episode contains even more prescient discussion of #COVID &amp; #college finances. https://t.co/XUul2iqflB"
2,1300946322137153536,2020-09-01,https://twitter.com/capitaljournal/status/1300946322137153536,203,0,0,0,0,en,True,False,False,False,,0,False,17762564,Capital Journal,"The Capital Journal is a newspaper serving Pierre, Fort Pierre and surrounding communities in central South Dakota. Retweets are not endorsements.",False,2008-11-30,4695,173,"Pierre, SD","The nation surpassed 6 million total #COVID-19 infections on Tuesday, along with 183,050 deaths connected to the coronavirus, Centers for Disease Control and Prevention data show. https://t.co/02ukzKJJcy"
3,1300946221612195842,2020-09-01,https://twitter.com/mr_al/status/1300946221612195842,119,0,0,0,0,en,False,False,False,False,,0,True,14499439,Alistair Lloyd,"“Vell, Zaphod's just zis guy, you know?”",False,2008-04-23,410,1986,Melbourne/Naarm,Wait until they find out that the Russian #COVID-19 vaccine is delivered through an infusion of borscht #soup #soupgate
4,1300946211378135040,2020-09-01,https://twitter.com/stop_cov_spread/status/1300946211378135040,300,0,0,0,0,en,True,False,False,False,,0,False,1227098503240794114,Just a concerned citizen,I joined twitter because of COVID-19. My inner canary told me it was going to be a big deal.,False,2020-02-11,85,123,SF Bay Area,"@RaulSguazini @diarioas Multiple causes listed of the 94% were NOT PREexisting conditions. They were conditions CAUSED by #COVID.
42% pneumonia or influenza
34% respiratory failure
14% ARDS
13% cardiac arrest
9% sepsis
7% heart failure
8% kidney failure
2% respiratory arrest

https://t.co/DipSaAaseh"
5,1300946053580152835,2020-09-01,https://twitter.com/aanechiarico/status/1300946053580152835,187,0,0,0,0,en,False,False,False,False,,0,True,264954617,Ali Anechiarico,"Marketing Maniac, Board Member of @ColonieChamber, 2x President of @amanycapital and Mom of one! 👠 #BillsMafia",False,2011-03-12,107,176,"Latham, NY",You know your #COVID crazy when you bring a bottle of Lysol spray when you pick up a friend from the Dr and spray them down before they get in your car #Lysol #disinfect #goodfriend 🤷🏻‍♀️
6,1300945869123006466,2020-09-01,https://twitter.com/smilenwaven/status/1300945869123006466,45,0,0,1,0,en,True,False,False,False,,0,False,21865691,Dianne Preston,"Music, Scrabble, antiques & collectables. Get stuck on any History or Nature shows and all things British. “If it’s too loud, you’re too old.”",False,2009-02-25,2024,1504,"Guelph, Ont, Can",New #covid update. 🤣🤣 https://t.co/NAAcXmhn98
7,1300945778664300545,2020-09-01,https://twitter.com/stop_cov_spread/status/1300945778664300545,304,0,0,1,0,en,True,False,False,False,,0,False,1227098503240794114,Just a concerned citizen,I joined twitter because of COVID-19. My inner canary told me it was going to be a big deal.,False,2020-02-11,85,123,SF Bay Area,"@chocol8nut @DonaldJTrumpJr Multiple causes listed of the 94% were NOT PREexisting conditions. They were conditions CAUSED by #COVID.
42% pneumonia or influenza
34% respiratory failure
14% ARDS
13% cardiac arrest
9% sepsis
7% heart failure
8% kidney failure
2% respiratory arrest

https://t.co/DipSaAaseh"
8,1300945701149450241,2020-09-01,https://twitter.com/stop_cov_spread/status/1300945701149450241,363,0,0,0,0,en,True,False,False,False,,0,False,1227098503240794114,Just a concerned citizen,I joined twitter because of COVID-19. My inner canary told me it was going to be a big deal.,False,2020-02-11,85,123,SF Bay Area,"@JoeyfrumFlorida @collegeinferno @datboydarris @DavidCl28932106 @AlxThomp @kellymakena Multiple causes listed of the 94% were NOT PREexisting conditions. They were conditions CAUSED by #COVID.
42% pneumonia or influenza
34% respiratory failure
14% ARDS
13% cardiac arrest
9% sepsis
7% heart failure
8% kidney failure
2% respiratory arrest

https://t.co/DipSaAaseh"
9,1300945674096214016,2020-09-01,https://twitter.com/FosterFurbaby/status/1300945674096214016,188,0,0,0,0,en,False,False,False,False,,0,False,24195334,TigerBlue✡️,"Mayor Pete Supporter, concerned citizen, Swimmer, Pet Foster,Go Canes 🙌🏼!!",False,2009-03-13,385,1142,,"@NewsHour @maristpoll Correction, #COVID hasn’t eroded confidence. @realDonaldTrump sticking his uneducated, self serving nose in to politicize our healthcare system has eroded confidence."
