,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent
16,1256372442525847554,2020-05-01,https://twitter.com/ItsCurtisK/status/1256372442525847554,116,1,0,4,0,en,False,False,False,False,,0,False,169255042,Curtis Koller,I spend a long time alone in the basement instead of rolling with the riff raff.,False,2010-07-21,111,482,Hollerado land,"These last few weeks has really got me pushing the boundaries of what can and cannot be considered a plate. 

#COVID"
17,1256372437953978370,2020-05-01,https://twitter.com/ZELA_Infor/status/1256372437953978370,302,0,7,18,0,en,False,True,False,False,,0,True,2316709380,Zimbabwe Environmental Law Association (ZELA),"ZELA is a public interest environmental law organisation that seeks to promote environmental, economic,social,cultural  rights of communities in Southern Africa",False,2014-01-29,14714,1679,Zimbabwe,"The #ASMINZIM sector has been a major contributor to 🇿🇼 ’s total gold output, yet their operations have largely been viewed as informal.

Join ASM sector players live on @StarfmZimbabwe  as they share their #COVID-19 experiences including the dangerous curves they have avoided. https://t.co/8bwgxjWumY"
18,1256372342562971649,2020-05-01,https://twitter.com/GaryMillrat/status/1256372342562971649,188,0,0,0,0,en,True,False,False,False,,0,True,233693811,RegionRev_GaryIN 🇸🇰,"Born, raised living in Gary, IN. Reproductive Rights Chaplain. Catholic spine honor all beliefs . Member of Decay Devils",False,2011-01-03,1926,2098,Proud Region Rat,"Regarding  Nusring home and  longterm  care  facilities, #Covid #Indiana is  one of  the  15  states that does  not report  data.  They soon will be due to  Fed law https://t.co/yPDR2qM0XJ"
19,1256372266067210240,2020-05-01,https://twitter.com/misscrisp/status/1256372266067210240,84,0,0,0,0,en,False,False,False,False,,0,False,16228258,Mira Crisp,"https://t.co/irGuURQcab | AI nerd | DEI leader | Editorial Manager in finserv | Opinions my own | UK/India/USA | Criterion, Apple, Target, Ford, Microsoft, Amazon",False,2008-09-10,3284,1740,"Bryn Mawr, PA",@gmorison @zoom_us It’s a revolutionary idea that could only happen in #covid times.
20,1256372261851987969,2020-05-01,https://twitter.com/ColleenBoland/status/1256372261851987969,281,3,132,268,6,en,False,False,False,True,,2,True,29482431,Colleen Boland 🌎🇺🇸🇺🇦🟧,"USA/USAF/White House/Standing Rock/Veteran | Justice | Planet | Music | Chair, HouseWithHeart—a home for abandoned children in Nepal | 🏳️‍🌈 | On @Spoutible",False,2009-04-07,2629,2001,Finger Lakes,"🆘 MAYDAY #MAYDAY 🆘  
@realDonaldTrump, some like me are #Veterans too. Let's talk #COVID, the USS Roosevelt, the dead vets used as lab rats for your hydroxy chase, VA homes, &amp; a West Point parade to feed your ego. You love our military, my ass. #PeoplesBailout - remember vets."
21,1256372223801282563,2020-05-01,https://twitter.com/Al_Maldives/status/1256372223801282563,233,0,0,0,0,en,True,False,False,False,,0,True,500710033,AaMaldives,,False,2012-02-23,7769,8486,,#Maldives' lucrative #tourism industry hit hard by crisis https://t.co/2Juf1YC0q6 via @YouTube #SunnySideOfLife #Luxury #Travel #coronavirus #CoronaCrisis #CoronaAlert #CoronavirusOutbreak #CoronaVirusUpdate #Covid #Covid_19 #Covid19
22,1256372208043266053,2020-05-01,https://twitter.com/ILTexasSchools/status/1256372208043266053,264,0,0,1,0,en,True,False,False,False,,0,True,1183672902,International Leadership of Texas,"Preparing students for exceptional leadership roles in the international community through servant leadership, and mastery in English, Spanish and Chinese.",False,2013-02-15,1375,277,Texas,"Join #ILTexas #Podcast as Garland K-8 Social Studies Teacher Jack Matthews shares his international perspective and experience with virtual classrooms during the #COVID-19 era. Available today on iTunes, Spotify or right here at this link: https://t.co/E2xMsvpF6O."
23,1256372190934597639,2020-05-01,https://twitter.com/JuneRoseMona/status/1256372190934597639,283,2,0,1,0,en,False,False,False,False,,0,True,1089593453737066496,Junerose,Tweets/opinions are my own ✌. RT's are not an endorsement or an agreement.,False,2019-01-27,12,17,,"Hhayi cha I yes the plant okuthiwa enye yamakhambi we #covid-organics. If Corona yayikhona eSA early Feb ngangiyothi ngiphethwe iyona, I went to a dr &amp; with all the antibiotics and flu tablets I didn't get better. Went to pharmacy to get more but dololo recovery....
 #Madagascar"
24,1256372150405156864,2020-05-01,https://twitter.com/woutdispa/status/1256372150405156864,215,1,0,2,0,en,False,True,False,False,,0,True,314569633,Wout Dispa 🇪🇺,"#GenX | #GirlDad | ultra-trail runner, #IRONMAN triathlete, #PADI diver, #Kyokushin Karate | could eat sushi 24/7 | #AdTech #ComputerVision",False,2011-06-10,285,453,"Paris, France",Hard to believe so many are protesting against or plainly not following lock-down rules. 🤷‍♂️ FYI: a quick comparison between infection rates of your regular flu and Covid-19. #COVID #COVID19 https://t.co/VVz3YEcjUO
25,1256372147997548544,2020-05-01,https://twitter.com/moonboundape/status/1256372147997548544,255,3,1,1,0,en,False,True,False,False,,0,True,3707872273,🇨🇦BradD,"Thankful since Jan 28th for the time to accumulate, block the hate and simply wait! $APE $AMC $HYMC $GME 💎🚀🍿",False,2015-09-27,2114,1886,🇨🇦 Toronto,"So, what do the @realDonaldTrump sycophants think of the @potus when he rolls up to the ”presidential” podium, and his first words are:

”Thank you very much!!’ 😆

#COVID #COVID__19 #TrumpPressConference #TrumpIsAnIdiot #Narcissist https://t.co/U8xj5RstQu"
26,1256372052824653824,2020-05-01,https://twitter.com/MzPrincessBSP/status/1256372052824653824,266,1,0,3,1,en,True,False,False,False,,0,True,540573626,🥰 NativeTexanHere 🤠,"Nothing anyone needs to know, just #DontMessWithTexasWomen #ArmySpouse #BLM #AntiFascist #artist 🎨 #bookworm 📚🤓 #BetaSig🐝 #lawgrad 👩🏻‍🎓#archery #chess",False,2012-03-30,588,325,"Alamo Heights, TX",I wonder why #Fauci is suddenly so important to the ⁦@WhiteHouse⁩ regarding #COVID-19 that he is not allowed to testify before Congress “at this time”. I mean #trump wanted to fire him a couple of weeks ago. #TrumpLies #CoverUp #trumpfailure  https://t.co/zrDjRwRqcU
27,1256372047070081026,2020-05-01,https://twitter.com/losingmyFOM/status/1256372047070081026,207,0,0,1,0,en,False,False,False,True,,0,True,1101951570932051968,Aeuropean ⚫ #FBPE #REJOIN 🇬🇧🇪🇺🕯3.5%,"🔶️🚑 SAVE OUR NHS🔶️. Opinions my own.
Aeuropean @AnotherEuropean@mas.to",False,2019-03-02,4715,5098,"South East, England","100,000 a day not 122,000 in total and 40% of them postal tests that have only been ordered......now doesnt this make the london evening standard look like a dishonest piece of tat? #covid #TestingForCovid19"
28,1256372020280950784,2020-05-01,https://twitter.com/catreidtv/status/1256372020280950784,145,1,0,0,0,en,False,False,False,False,,0,True,3350862225,Cat Reid,"@dukelaw ‘24. Former @rcfp intern. Former investigative reporter for @41actionnews, @waaytv. IL native & @medillschool alum. Equestrian & thespian",False,2015-06-29,2756,1883,"Durham, NC",.@RexArcherMD: “missouri is 50th in public health funding. That is stressing us in opening back up and opening back up safely” #COVID #kansascity
29,1256371975624241154,2020-05-01,https://twitter.com/tyrage3/status/1256371975624241154,247,0,1,1,0,en,False,False,False,True,,0,False,1180229675815038977,tyrage,"Naturopath :
Philo - Sophia, I am Antifa crossing the Desert of this Abyss",False,2019-10-04,1996,4860,Gondwanaland,"As of Sept. 2019 there were 562 asylum seekers on both Nauru &amp; PNG

I repeat 562 asylum seekers a cost of $1.1billion

I repeat cost of $1.1BILLION

AGAIN $1.1 BILLION!!!!!!!! 

HOW MANY #COVID TESTS &amp; FACE MASKS WILL $1.1Billion buy??????"
30,1256371917734494209,2020-05-01,https://twitter.com/rvenkayya/status/1256371917734494209,278,0,2,8,0,en,False,False,False,True,,0,True,1573529905,Rajeev Venkayya MD,"CEO, Aerium Therapeutics; CEPI & IAVI Boards. Fmr Head Takeda Vaccines; Fmr White House & Gates Foundation; Pulm & Crit Care; @ucsf @umich; views mine.",False,2013-07-06,7307,733,"Boston, MA","Many thanks to @NECouncil and Jim Brett for hosting me and the brilliant Udit Batra from @MilliporeSigma for a Zoom-side chat on how the #lifesciences industry is developing #vaccines and #treatment, protecting our employees, and working to #flattenthecurve @TakedaPharma #COVID"
31,1256371893667459073,2020-05-01,https://twitter.com/Vision_430/status/1256371893667459073,213,1,0,0,0,en,False,False,False,False,,0,False,1250976779591798784,Vision430,"Intellectually Curious w/ an Open Mandate. All things investing, tech, geopolitics, strategy, and business.",False,2020-04-17,500,90,,What if there are broad conflicts of interest between the experts most qualified to provide answers on the origins of #COVID &amp; govts/intel community/regulators tasked with requesting and finding those answers?
32,1256371879385772032,2020-05-01,https://twitter.com/holynamesociety/status/1256371879385772032,315,0,0,0,0,en,True,True,False,False,,0,True,75032478,Holy Name Society,Archconfraternity #CatholicChurch - Join Us to Pray Learn Unite Serve in Holy Loving Powerful Healing Joyful Name Of God & Jesus.  https://t.co/gHIqaQdiaM,False,2009-09-17,687,1093,USA,"May 1-9 Novena #prayer St. Joseph the Worker
all affected by turbulent economy &amp; seeking jobs
offered by Dominican Friars daily w/ Rosary &amp; Mass (live &amp; recorded)
https://t.co/NsmepHUnP8 Live: Noon AKDT - 1 pm PDT - 2 pm MDT - 3 pm CDT - 4 pm EDT
#MayDay2020 #unemployment #COVID https://t.co/8OQzvxOhNu"
33,1256371839972016128,2020-05-01,https://twitter.com/BorderCouncil/status/1256371839972016128,178,0,0,0,0,en,True,False,False,False,,0,True,716010249816113152,Border Council,"BCSC is a grassroots, non-profit organization that serves as a forum for participants to address key issues affecting trade and security issues in North America",False,2016-04-01,119,113,"San Antonio, TX","A new 20-bed field hospital just for #COVID-19 patients opened Thursday at a tent encampment where hundreds of asylum-seekers live in #Matamoros , Mexico. https://t.co/0DGAnEHy3X"
34,1256371794744918017,2020-05-01,https://twitter.com/Quietstorm516/status/1256371794744918017,284,1,1,1,0,en,True,False,False,False,,0,True,83239160,I Am that I Am,It was all a dream within a dream.  Word to Tiamut.,False,2009-10-17,1554,526,Triple Stage Darkness,"#NewMusicFriday ""I Don't Care Pt. 2"" by @SageInfinite &amp; produced by @yourboijod https://t.co/3Nr5fbLr8d #HipHop #Rap #Music #NewMusic #NewMusicDaily #BandcampFriday #Bandcamp #MikeTyson #LovecraftCountry #RubiRose #ElonMusk #GIVEAWAY #COVID #COVID__19 #CoronaVirus #QuarantineLife"
35,1256371786800824320,2020-05-01,https://twitter.com/AyerPods/status/1256371786800824320,63,0,0,0,0,en,False,False,False,False,,0,False,49136005,JUSTIN,Playlist maker + CD/vinyl collector. @UF alum. φνπ.,False,2009-06-20,458,999,ATL,You know it's getting bad when Friday feels like Monday. #COVID
36,1256371782795157504,2020-05-01,https://twitter.com/musicalsproject/status/1256371782795157504,227,0,0,0,0,en,True,False,False,False,,0,True,1251480603511402497,Musical Solidarity Project,"Solidarity, unity and hope. We give a global response to a global crisis, through music.",False,2020-04-18,44,57,Italy,"apmc.pakistan is an official #solidaritysupporter of the @musicalsproject 

.

.

#virtualverdichoir #musicalsolidarityproject #solidarity #opera #music #hope #unity #powerofmusic #verdi #covid #culture… https://t.co/llTanAUj3I"
37,1256371593850376197,2020-05-01,https://twitter.com/conpsweeney/status/1256371593850376197,212,0,0,0,0,en,True,False,False,False,,0,True,2163322584,Con Sweeney,Social Media Adviser - strategy & applications consulting | content development | teaching & coaching                 Managing Director - Someddi LLC,False,2013-10-29,49029,47702,NYC Area,40        Do you need to up your #socialmedia content because of the #COVID-19 #pandemic?  Read my #blogpost to find out: https://t.co/dTcgHWZ3wZ #amwriting #writingcommunity #writersnetwork #storyteller #writers
38,1256371585977589760,2020-05-01,https://twitter.com/Alt_Cash/status/1256371585977589760,86,0,0,0,0,en,True,False,False,False,,0,True,2461836727,AltCash 🦇🔊,"Crypto enthusiast - https://t.co/2it7w897dV
#Bitcoin",False,2014-04-24,8059,6333,UK,Covid-19/Additions/Changes/Removals - https://t.co/7WU5kPqopo #covid-19 #faucet #coins
39,1256371581279928320,2020-05-01,https://twitter.com/LouisCzerwinski/status/1256371581279928320,108,0,0,0,0,en,True,True,False,False,,0,False,838753149599039488,"Louis J. Czerwinski, CRPC® 💵","Husband, Father, Financial Advisor. Tweets are not to be considered investment advice.",False,2017-03-06,184,1140,"Wallingford, CT",Visualizing the Occupations with the Highest #COVID-19 Risk  https://t.co/eHUsGHEKhD https://t.co/mlV9D33i3v
40,1256371578021044227,2020-05-01,https://twitter.com/j19henry/status/1256371578021044227,276,0,1,6,2,en,True,False,False,False,,0,True,2534076473,J19,"He Who Is Full, Is Never Hungry Have you eaten yet? Actor, Writer, Model, and Host of The Eephus Podcast #HowToBeAmazing #Cutbackto1 #J19",False,2014-05-07,2462,4338,,OMA One who May Ascend and Lakeita Avalon are in a Contest  check out video on Social Distancing and plz vote #HowRoBeAmazing #COVID #SocialDistancingNow #Hiphop #HipHopMusic #hiphopartist #SociallyDistantComicCon #Social_Distancing #SocialDistanacing  https://t.co/DWuR0fts6n
41,1256371574191427584,2020-05-01,https://twitter.com/hennemusic/status/1256371574191427584,268,0,4,6,0,en,True,True,False,False,,0,True,181313205,hennemusic rock news,daily rock music news,False,2010-08-21,3541,429,,@QueenWillRock and @adamlambert release #YouAreTheChampions for #COVID-19 Relief #news #music #musicnews #rocknews #rock @DrBrianMay @OfficialRMT @freddie_mercury @WHO #StayAtHome #HealthcareHeroes @googlenews @YahooNews https://t.co/ozagF97Z4N https://t.co/Mp0XxdRB5s
42,1256371541924892672,2020-05-01,https://twitter.com/AndThatAndThis/status/1256371541924892672,131,0,0,0,0,en,True,False,False,False,,0,True,412036425,Just Merely Me 🇺🇸💙🟧,#SaveTheEarth #ClimateChange #ClimateAction 🇱🇷⚖🗽🌏 😷💉 #Democracy #Freedom 💙🟧#JoeBiden 🇺🇦,False,2011-11-14,9608,9269,USA,"In Rare Cases, #COVID-19 May Be Causing Severe Heart Condition in #Kids https://t.co/OhSNDETcXs 
#children #coronavirus #healthcare"
43,1256371526389174274,2020-05-01,https://twitter.com/TyrellLisson/status/1256371526389174274,219,1,0,3,0,en,False,False,False,False,,0,False,2423141449,Tyrell William Lisson,"Creative Director. Work on @ABC, @CTV, @PrimeVideo & @CraveCanada. Creator—@TheBandPodcast. Bass—@TheHolyGamblers.",False,2014-04-02,919,491,,"It’s staggering the amount of people outside without masks and not distancing in Toronto. This is how not to beat #COVID. I know it’s nice out, but you’ll be trapped inside a lot longer if you don’t follow simple rules."
44,1256371494621343749,2020-05-01,https://twitter.com/serNot/status/1256371494621343749,110,0,0,0,0,en,True,False,False,False,,0,True,56934485,Darth serNot,Del lado oscuro de la fuerza,False,2009-07-15,207,678,"Santiago, Chile","Always protected against the virus ☝️🤓 #virus #covid #selfie #covid en Santiago, Chile https://t.co/Ifq1nykpGX"
45,1256371383132553216,2020-05-01,https://twitter.com/Zee_OW2/status/1256371383132553216,229,0,0,0,0,en,False,True,False,False,,0,True,3307228094,Mushroom Hats 🍄,"They/Them // It’s thir, not sir",False,2015-08-05,44,333,Cyberspace,"@BoiseState any comment on these images of your alleged student irresponsibly making light of the global pandemic while having your institution on their social media? 

#CoronaCrisis #COVID #SocialDistance https://t.co/TFZMZv7ZOp"
46,1256371353344712705,2020-05-01,https://twitter.com/DFWMasshole/status/1256371353344712705,197,3,0,9,0,en,False,False,False,False,,0,True,2176877233,Moondog,I’m like a raisinette - I look tasty on the outside... but I’m shriveled up and dead on the inside. AKA 52 yo divorced and jaded mother of 2 🇺🇸,False,2013-11-05,578,942,"Southlake, TX","I think I’m the only person in the DFW area not at a bar or out to eat tonight now that the stay at home has been lifted... I’m pretty sure everyone here is going to get #COVID sick 🤦🏼‍♀️
#pandemic"
47,1256371335334371328,2020-05-01,https://twitter.com/iammunsif/status/1256371335334371328,277,0,0,1,0,en,False,False,False,False,,0,True,953133145104121856,SM MUUNSIFFARUDDIN,This world is like a school. Each of us is tested separately & our only teacher is GOD.,False,2018-01-16,22,2,,"#volunteers of Andhra Pradesh should get #respect which they're not getting.government @AndhraPradeshCM @ysjagan have to action on those who aren't giving them some damm respect.
In these conditions #COVID no one will help but they're coming &amp; helping people.
@narendramodi"
48,1256371322797449216,2020-05-01,https://twitter.com/TPE_connect/status/1256371322797449216,225,0,0,0,0,en,True,False,False,False,,0,True,1057148786189824000,www.THEPIGEONEXPRESS.com,News Feed Loop for The Pigeon Express @PigeonExpress_,False,2018-10-30,2479,20,,Coronavirus patients might experience drop in oxygen levels without even realising...... #Coronavirus #CoronavirusPandemic #COVID #COVID19 #COVID2019 #Covid_19 #COVID__19 #COVIDー19 #CoronavirusOutbreak https://t.co/22MsQyx9Ac
49,1256371316590104580,2020-05-01,https://twitter.com/stevemann/status/1256371316590104580,124,0,0,0,0,en,True,False,False,False,,0,True,6296572,Steve Mann,Fractional CMO @ Chief Outsiders | Chronic illness? follow @coach_chronic | politics junkie | Triplet Dad | Opinions my own. You can’t have them.,False,2007-05-24,6344,3872,"Connecticut, USA",. ⁦@realDonaldTrump⁩ what are you afraid of (as if we all don’t already know.) #TruthMatters #COVID  https://t.co/7nFfwG5Sqx
50,1256371282733490177,2020-05-01,https://twitter.com/KAnnBrizolis/status/1256371282733490177,145,0,0,0,0,en,True,False,False,False,,0,True,4785857509,Brizolis Janzen & Associates,"K. Ann Brizolis 
CAL BRE # 00751535 

Jennifer J. Janzen 
DRE# 01429095 

Pacific Sotheby's International Realty",False,2016-01-19,82,98,"Rancho Santa Fe, CA","Check out our most recent Lifestyle Blog for a full list of what has REOPENED in San Diego! #sandiego #covid #realestate

https://t.co/YEKvLVVH5L"
51,1256371243332308993,2020-05-01,https://twitter.com/ConceitedOne31/status/1256371243332308993,117,0,0,0,0,en,False,False,False,False,,0,True,120266617,SHAD™,I was here...,False,2010-03-05,536,518,,Y’all couldn’t wait for them stores to open back up so y’all can go and catch the Rona! 🤦🏽‍♂️💀😂 #2020InOneWord #COVID
52,1256371240186662912,2020-05-01,https://twitter.com/Nomad835/status/1256371240186662912,94,0,0,0,0,en,False,False,False,False,,0,False,1158002720374185985,Chris 🇭🇳☮️,Dog Dad. Happily Taken. Kinda weird. Wrestling Fan. Detroit Tigers/Wings/Pistons/Lions. Podcaster. Music lover,False,2019-08-04,669,838,"Michigan, USA",Oof. How messed up is it to be laid off while I'm recovering from #COVID ? This should be fun.
53,1256371228832493568,2020-05-01,https://twitter.com/PERK_GROUP/status/1256371228832493568,113,0,0,1,0,en,False,True,False,False,,0,True,1157468315750559744,Protection of the Educational Rights of Kids,Protection of the Educational Rights of Kids. Empowering parents to preserve our children's constitutional rights to an education.,False,2019-08-03,1799,611,"Los Angeles, CA",@latimes Good for them! What we have done to #America based on this is deplorable. #covid https://t.co/dqOhn0ztfy
54,1256371159005900800,2020-05-01,https://twitter.com/JuliaQingReaves/status/1256371159005900800,177,0,0,0,0,en,False,True,False,False,,0,False,812720459611521025,Julia Qing Reaves,,False,2016-12-24,97,51,"New Castle, DE","Despite the darkness we face as a city, as a community, as a nation, as a world, there is still hope. Day by day we step towards a brighter future #COVID https://t.co/MhMisKzrjz"
55,1256371128630743041,2020-05-01,https://twitter.com/peacebang/status/1256371128630743041,152,0,0,4,0,en,False,False,False,False,,0,True,88192949,Victoria,"Here for news, culture hot takes, feminist smackdowns, political Fight Club + cute animals. Irreverent reverend. On #Mastodon @PeaceBang@mas.to",False,2009-11-07,3844,3330,Boston Area,@LANow @prisonculture Meanwhile tens of thousands of immigrants are still detained in centers that are poised to become #COVID death camps. #FreeThemAll
