,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent,compound,pos,neu,neg
0,1377763109729824769,2021-04-01,https://twitter.com/RyanTVnews/status/1377763109729824769,300,6,17,65,1,en,False,True,False,False,,1,False,2709903816,Ryan Simms,Covering the news in spectacular Seattle for @komonews. Formerly of @kiro7seattle/@azfamily/@KREM2/@keprtv/@kimatv... #avgeek/ runner / traveler / foodie,False,2014-08-05,6095,4766,"Seattle, WA","Time for Tulips! For the first time since #covid, Tulip Town in @SkagitGov opened today. As part of the new rules, ticket sales are all online and visitors are capped to be here for 3 hours.  Despite COVID, I’m told 3,000 people can safely come to these fields at a given time https://t.co/87iCk3qvYz",0.5411,0.104,0.896,0.0
1,1377743986589265921,2021-04-01,https://twitter.com/DrJasonJohnson/status/1377743986589265921,180,27,48,252,2,en,True,False,False,False,,2,False,50669520,Dr. Jason Johnson,"Prof School of Global Journalism & Communication @morganstateU 
Political Contributor @msnbc 
Contributor @thegrio Host #AWord @slate
@siriusXM
@UVA BA @UNC PhD",False,2009-06-25,280193,2300,"Atlanta, DC, NYC","If the #Covid pandemic isn't under control and trending down by next year we may have to get booster shots because 6 months of immunity might not be enough 
https://t.co/KbYS7AI2WR",0.0,0.0,1.0,0.0
2,1377735887388348418,2021-04-01,https://twitter.com/Ocugen/status/1377735887388348418,288,28,40,216,8,en,True,True,False,False,,2,True,876589381791997952,Ocugen,"Approaching healthcare innovation with ingenuity, passion and courage to create new solutions to difficult medical challenges. Guidelines: https://t.co/SYzUIr1zPD",False,2017-06-18,44389,206,"Malvern, PA",Yesterday Kristen Kluska of Cantor Fitzgerald hosted a virtual fireside chat featuring CEO Dr. Shankar Musunuri and members of the Vaccine Scientific Advisory Board to discuss #COVAXIN #COVID-19 #vaccine development in the US.  Listen here: https://t.co/A9N9kPuFFy https://t.co/4Y0JKtiWWN,0.0,0.0,1.0,0.0
3,1377735531786862593,2021-04-01,https://twitter.com/drmwarner/status/1377735531786862593,274,68,549,1316,44,en,False,False,False,True,,9,False,370316978,Michael Warner,"Intensivist/Entrepreneur. MD/MBA. 
Real estate, financial mentorship & career coaching for physicians.
IG dr.michaelwarner",False,2011-09-08,87939,530,"Toronto, Ontario","We just accepted an intubated patient with #COVID in their 20s from an overloaded GTA ICU.

2 COVID ICU patients are being sent to London today from another GTA hospital and 2 went to Kingston yesterday from yet another.

If we had capacity, patients wouldn't be on the 401.",0.2732,0.08,0.92,0.0
4,1377721801241993219,2021-04-01,https://twitter.com/TinaMaharath/status/1377721801241993219,172,1,6,67,1,en,False,True,False,False,,0,False,1075707252164751360,Tina Maharath,Mother. Ohio’s First Asian-American Woman elected to the State legislature. Hell-Bent Feminist She-Devil tweets are my own. RT≠Endorsement,False,2018-12-20,4116,1413,Where Moms Hangout,Thank you @ColumbusHealth for being culturally competent in getting the Lao Buddhist monks the J&amp;J #COVID vaccines through the drive thru today! https://t.co/VSz8EYtFK4,0.6239,0.298,0.702,0.0
5,1377719258180911107,2021-04-01,https://twitter.com/JoyousCivic/status/1377719258180911107,177,1,42,138,3,en,False,False,False,False,,0,False,4164986867,Flags'n'Stuff,"Scottish and British 🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿
I don't like The SNP.",False,2015-11-11,8972,1052,,"Everything Sturgeon and her abhorrent SNP turns to sh*t.
Apart from #covid funds for business which turns into either bribes for votes or personal funds for SNP representatives.",-0.6249,0.0,0.806,0.194
6,1377703459491880965,2021-04-01,https://twitter.com/meme_ec/status/1377703459491880965,96,3,21,108,1,en,False,False,False,True,,1,True,1036623396086407170,DG MEME 🇪🇺,"The Directorate-General for #Memes and #Satire.
Not an official EU page!
Books: https://t.co/ZI53xonzGG
Store: https://t.co/yyNhtgBSHA
Coffee: https://t.co/aybV38CzgE",False,2018-09-03,94812,189,"Brussels, Belgium","#Waterloo, Belgium, 2021
#covid restrictions couldn't stop the re-enactment of the famous battle",-0.5859,0.0,0.593,0.407
7,1377702693741989888,2021-04-01,https://twitter.com/AlexBerenson/status/1377702693741989888,273,32,109,573,6,en,False,False,False,False,,7,False,87679233,Alex Berenson,"Author of Tell Your Children and Pandemia. Back and better than ever. For more information, sign up for my Substack at https://t.co/ZWNQLVYt6l",False,2009-11-05,493394,208,New York,"4/ We do not know how long vaccine-generated immunity will last;

We have no evidence the vaccines reduce either #Covid or all-cause mortality;

And given all these unknowns and the known side effect profile, mandating or quasi-mandating vaccine use is unethical (at best);",0.2263,0.138,0.754,0.108
8,1377701345763983361,2021-04-01,https://twitter.com/B52Malmet/status/1377701345763983361,147,16,80,101,1,en,False,True,False,False,,2,False,2876041031,Barbara Malmet,"Artist, Activist, TriAthlete, Producer #GetInGoodTrouble🇺🇸",False,2014-11-14,303524,7308,"New York, NY",In Brazil they are digging up dead bodies to replace them with more dead bodies. That’s how bad the #covid crisis is there. https://t.co/jAghvzhLNR,-0.9531,0.0,0.331,0.669
9,1377695315592163330,2021-04-01,https://twitter.com/hereandnowrobin/status/1377695315592163330,147,15,11,324,0,en,False,True,False,False,,0,True,515868922,Robin Young,CoHost of NPR's midday news program @hereandnow interested in all creatures great and small. Human and otherwise.,False,2012-03-05,18963,2426,,Just had the second one. I’m crying. Which made the nurse cry. We’re so damn lucky. #covid #vaccinessavelives #trustscience https://t.co/1Pz1U3Jfkx,-0.7269,0.135,0.435,0.43
