,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent,compound,pos,neu,neg
0,1565464688464662528,2022-09-01,https://twitter.com/McCamish_UAP/status/1565464688464662528,274,34,37,251,3,en,False,False,False,False,,1,True,1494485511666569217,Scott McCamish,"I have no fear any more, certainly not on this platform. Follow me or don't.  Believe me or don't. I'm not concerned.  Nothing will stop me from seeking truth.",False,2022-02-18,774,327,"Melbourne, Australia","Chairman @DanielAndrewsMP has declared masks are still required on Victoria's public transport. We are awaiting peer-reviewed, independent, bias-free studies that show that asympomatic individuals can spread or catch #Covid without a mask. Been waiting for 2+ years. #auspol",0.0,0.0,1.0,0.0
1,1565452847096877056,2022-09-01,https://twitter.com/DrEllenEaton/status/1565452847096877056,288,23,7,125,1,en,False,False,False,True,,1,True,1048333373314228224,Ellen Eaton,"Infectious Diseases, Clinical research, Boy mom, Happiest when 🏃‍♀️ 🚴‍♀️. #EndAddiction #EndHIV",False,2018-10-05,3995,1973,"Birmingham, AL","Humbled to be selected 4 this exceptional class of Emerging Leaders. Thank you @DrVickersUAB @DrJeanneM @SandySpringerMD, Drs Omenn &amp; Cassell @theNAMedicine for believing in me. Ready 2 take on this challenge: advancing health policy &amp; equity for #COVID, #Addiction, &amp; beyond.",0.6486,0.195,0.805,0.0
2,1565449409273466880,2022-09-01,https://twitter.com/jenniferzeng97/status/1565449409273466880,147,44,357,522,63,en,False,True,False,False,,30,True,2313027666,Inconvenient Truths by Jennifer Zeng 曾錚真言,"Member of International Press Association. First-hand info & unique insights about China & CCP.  https://t.co/ODW0HMMbi3, https://t.co/HPztrqnKCN, https://t.co/FNsfRsq2zW 國際新聞協會成員",False,2014-01-27,235131,303,"New York, USA 美國紐約","#AmazingChina. Panic buying in #Chengdu City, #SICHUAN Province after the #CCP announced a 4-day #COVID19 #COVID #lockdown. https://t.co/c8ZpvShAGq",-0.5106,0.0,0.784,0.216
3,1565429605502439425,2022-09-01,https://twitter.com/DrFiliatrault/status/1565429605502439425,193,4,25,79,2,en,True,False,False,True,,0,True,1242194406720954368,Dr. Lyne Filiatrault,"Former emergency physician, Vancouver
Member Protect Our Province BC
@DrFiliatrault@zeroes.ca",False,2020-03-23,4594,649,New Westminster,"Yes schools are #Covid amplifiers, spreading #Covid to homes and community. All parents can tell you what happened when schools reopened in January 2022 during BA.1  1/3
https://t.co/14vVnc10HD",0.4019,0.144,0.856,0.0
4,1565391841377169408,2022-09-01,https://twitter.com/danaparish/status/1565391841377169408,281,5,29,84,0,en,False,False,False,True,,3,True,89243448,Dana Parish,"Bestselling Author: “CHRONIC"" / Sony writer/ NYC/ health reporter/ @BayAreaLyme board/ C19=airborne/ N95s/ TREAT EARLY/ END GoF @BiosafetyNow/ think 4 yourself",False,2009-11-11,31346,3760,NYC,"If ppl were told the truth clearly abt how dangerous #Covid &amp; #LongCovid is instead of being barraged w lies about it being “a cold,” I bet many would make better choices. 

The acute infection is not the biggest problem now; the longterm effects ARE! 

Like HIV. 

Did u know?",0.2714,0.253,0.544,0.203
5,1565382160793718786,2022-09-01,https://twitter.com/tomlins_amanda/status/1565382160793718786,275,6,116,241,5,en,False,False,False,False,,3,True,3179984552,Amanda Tomlins😷🏳️‍🌈🇪🇺,CEV/Immunocompromised Advocate Kidney Transplant/Autoimmune/CNS SLE/Sjogrens/EBV/MECFS/++ #CleanAir #WearAMask ‘EVERY STORY IS US’ - Rumi,False,2015-04-29,2325,4006,"London, England","As an #immunocompromised kidney transplant recipient, my relative risk of death from #Covid is 2️⃣6️⃣ x higher than most peoples. So please don’t think 2.5+ years shielding is ‘self imposed’. I remain in lockdown because @SteveBarclay has decided not to protect me. #Evusheld",-0.34,0.148,0.633,0.22
6,1565369310872276993,2022-09-01,https://twitter.com/Delta_Pilots/status/1565369310872276993,301,0,42,121,3,en,False,True,False,False,,0,True,120269990,Delta Air Lines Pilots,"The Delta Master Executive Council of @ALPAPilots, representing 15,000+ Delta Air Lines pilots.",False,2010-03-05,6562,229,"Atlanta, GA","During #COVID, @Delta_Pilots helped @Delta recover by flying record amounts of overtime, spending time away from family to get customers safely to their destinations. We are picketing at @DTWeetin to show Delta it’s time for them to recognize our contributions.  

#DeltaPilots https://t.co/4uNzyLGnKy",0.4939,0.113,0.887,0.0
7,1565366740200071168,2022-09-01,https://twitter.com/covid_parent/status/1565366740200071168,72,126,214,482,24,en,False,False,False,False,,1,False,1438913169796239364,PETRIFIED COVID PARENT,"Staying home, saving lives. We're all in this together. #GetTheShots #WearAMask (vaxxed/masked/safe) 💉😷",False,2021-09-17,59409,404,"Triple Masked, Triple Vaxxed. ",Has the #COVID pandemic increased your level of trust in the Government?,0.6597,0.574,0.426,0.0
8,1565358631184470017,2022-09-01,https://twitter.com/fucklongcovid/status/1565358631184470017,232,9,56,296,3,en,False,False,False,False,,5,False,1527523342193938437,Fuck Long Covid ❌,"exposed late january 2020, fucked up since march 2020. here to learn and make sense of what's happening inside us. longtime lurker. alt @cancellongcovid",False,2022-05-20,4613,3501,Hell,"fun fact: now that every disabled, immunocompromised &amp; level-headed person is all but guaranteed to be exposed to #COVID no matter where they go.. it's our turn to constantly complain about LOCKDOWNS! and ours aren't imaginary!!",0.3561,0.229,0.607,0.165
9,1565352515113463811,2022-09-01,https://twitter.com/agarrettABJ/status/1565352515113463811,253,12,47,135,1,en,False,False,False,True,,7,False,4526186962,Amanda Garrett,"Reporter, Akron Beacon Journal. Former blue check. Marshall Crenshaw in 1980s told me he egged Stevie Nicks' house. What's your story?",False,2015-12-18,3332,1446,"Akron, OH","Need to convince someone to get vaccinated and/or boosted? Look at this chart. Remember, newly formulated Omicron booster is now or will soon be available. Cold weather has meant yearly spikes in #COVID as people head indoors...winter(fall) is coming...",0.5423,0.158,0.842,0.0
