,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent,compound,pos,neu,neg
0,1609698603823513600,2023-01-01,https://twitter.com/moonchic/status/1609698603823513600,262,33,137,982,4,en,False,False,False,False,20411,10,True,5756902,KeepKidsSafe,"Lover, laugher, and frustrated musician with unrealistic superhero aspirations.",False,2007-05-04,431,523,,"As a nice little welcome into 2023, I just spent the day working next to a COVID positive nurse who’s been feeling sick since yesterday and came to work anyway without bothering to test. Nobody understands why I hate humans so much. #healthcare #RNtwitter #COVID",0.5846,0.299,0.537,0.164
1,1609682824516313094,2023-01-01,https://twitter.com/JohnBasham/status/1609682824516313094,206,7,142,252,8,en,True,False,False,False,7007,14,True,65159946,John Basham,"@FBI Target #TwitterFiles For Censorship, Meteorologist, AI, Data Scientist, @USArmy Ret, #IC, Fmr TX Elected Official.
Seen @AmThoughtLeader
Heard @SeanHannity",False,2009-08-12,66685,13907,"Texas, USA","BREAKING: A Renowned #Oncologist Sends Urgent Letter Calling to End #COVID #Vaccine Program Immediately!
He Says Cancer &amp; Other Diseases Are Rapidly Spreading In The Vaccinated! 
https://t.co/1f1FcCKYEo",-0.6351,0.076,0.715,0.21
2,1609679015698112515,2023-01-01,https://twitter.com/JimSaranteas/status/1609679015698112515,267,9,41,111,1,en,True,False,False,False,3903,7,True,1061906348,Jim Saranteas,Of the Law / Opinions are mine / Co-Chair Wake County Democratic Party Impact Circle / Keep Our County Blue / #WakeDemocrats #GoCubsGo / Lover of House Music,False,2013-01-05,3361,3835,"Raleigh, NC","Let’s not forget. Trump botched Covid policy and lies has led to the death of over a million Americans and labor / supply chain shortages, which exist to this very day, and have fueled inflation. #Covid #CovidIsNotOver #CovidVaccines #VoteBlue https://t.co/L2zG7UgTBA",-0.8481,0.0,0.651,0.349
3,1609673791210393600,2023-01-01,https://twitter.com/blscarlett/status/1609673791210393600,224,46,305,712,25,en,True,True,False,False,74766,30,True,71981852,Dr Brett L Scarlett,"Strategic Advisor, Business Consultant & Company Director | based on a true story™",False,2009-09-06,1425,4967,"Melbourne, Australia","#Covid deaths in #Australia 

I have written to @AlboMP asking that he, as Prime Minister, properly and formally recognise these deaths.

You can contact the PM via this link - https://t.co/hyJPezcNBU https://t.co/InnanXbdcp",0.0,0.0,1.0,0.0
4,1609671597346152448,2023-01-01,https://twitter.com/JP__75/status/1609671597346152448,277,25,30,214,2,en,False,False,False,False,5036,1,True,1392589871449993216,YNWA 2.0,LFC❤️ RFC🐯 Bears 🐻 if you hate Dan Andrews we can be friends.,False,2021-05-12,7181,6292,Worlds GOAT lockdown city ,"Funny how every single unvaccinated person I know (I know a lot) has had #covid and it hasn’t killed them, they don’t have “long covid” haven’t had myocarditis, pericarditis, blood clots, heart attacks, Bell's palsy, Guillain-Barré syndrome or SADS.

#PandemicOfTheUnvaccinated",0.5559,0.189,0.727,0.084
5,1609667579617886208,2023-01-01,https://twitter.com/catladyactivist/status/1609667579617886208,96,6,52,179,5,en,False,True,False,False,9982,2,True,1445454626522755078,Cat Herding Science Nerd 🔬,"Plant-fueled 🌱 religion-free 🕊 green/left 🌿
healthcare for all ⚕️ leave it better than you found it 🌏 equity in all things ⚖️ #CovidIsAIRBORNE 😷 #DemExit",False,2021-10-05,12780,8286,Genocide Joe's Covid Hellscape,"Feel free to share, RT, or use as you wish. 😂 

#COVID #LongCovid #Masks https://t.co/Da2PFDFt71",0.802,0.577,0.423,0.0
6,1609648034454929411,2023-01-01,https://twitter.com/DrEricDing/status/1609648034454929411,304,234,1415,4422,97,en,True,True,False,False,445329,132,True,18831926,Eric Feigl-Ding,Epidemiologist & health economist. Faculty @NECSI. Co-founder @TheWHN. Former 16 years @Harvard.   SUBSCRIBE: https://t.co/I6xZVmz79l,False,2009-01-10,777153,12257,Washington DC | Virginia,"Pelé’s death is sad. But if he went to the hospital for a car accident, would they still say he just died of cancer? No. ➡️In reality—3 of his family confirm that Pelé was hospitalized for #COVID19 respiratory infection. So it was #COVID, not just cancer. 
https://t.co/f9KTfWeEkD https://t.co/11vxqmhcFy",-0.9769,0.0,0.408,0.592
7,1609646803338534913,2023-01-01,https://twitter.com/DelthiaRicks/status/1609646803338534913,278,14,61,147,5,en,True,False,False,False,11092,9,True,732787392722182144,delthia ricks 🔬,"Award-winning science writer. Author. Citizen Scientist. Bylines: Newsday, Discover Magazine, Journal of the Nat'l Cancer Institute, Ms Magazine, Medical Xpress",False,2016-05-18,10941,5497,New York,"#Covid has been linked to a crippling heart condition called 'PoTS.' Most experience it as a #LongCovid symptom. Acronym means Postural tachycardia syndrome, an abnormal leap in heart rate when sitting up or standing. Patients can become dizzy or faint.  https://t.co/WVuju8G5lV",-0.2263,0.0,0.927,0.073
8,1609638058269229057,2023-01-01,https://twitter.com/TheDiagolonArch/status/1609638058269229057,307,21,19,143,0,en,False,True,False,False,3040,1,True,1408517059177238528,the diagolon archives,Archives of #Diagolon. Account is now defunct. DM's will be checked on the 30th of each month to maintain activity.,False,2021-06-25,1475,1482,the internet,This is Lincoln. His oxygen level is a risky 91%. He is pneumonia free which means he has a viral infection or #RSV. Masks aren't just for #Covid; they reduce the spread of all pathogens you #AntiMask &amp; #AntiVax morons. Anger does not qualify at how I feel; 2nd to powerlessness. https://t.co/5sX9rnaRL9,-0.5423,0.103,0.654,0.243
9,1609623855274012672,2023-01-01,https://twitter.com/RizzaIslam/status/1609623855274012672,283,25,197,543,14,en,False,False,False,False,29304,9,True,1577727433855205376,Rizza Islam official,"Host of the Intellectual XTREMIST podcast‼️ - Activist, Researcher , Author. Doctor, entrepreneur, Follower of Farrakhan✊🏿",False,2022-10-05,60297,41,,"On this “first” day of the “new year” mainstream media has sent out the CDC’s notice. A “NEW STRAIN” of #covid is out.. Called: #XBB15 👈🏿🤦🏿‍♂️. Listen, we’re not taking your stocked up poison of which you have millions of doses sitting in warehouses that you are trying to repurpose.",-0.6633,0.0,0.815,0.185
10,1609622170748985345,2023-01-01,https://twitter.com/DrDanDiacoEsq/status/1609622170748985345,131,57,243,1196,6,en,False,False,False,False,57537,7,False,1497340628719620098,"Daniel S Diaco, MD, JD","Plastic surgeon, lawyer, and nationally syndicated radio show co-host. #DiacoInstituteofPlasticSurgery #DiacoLaw #BubbaArmy",False,2022-02-25,1649,216,"Tampa, FL","Ivermectin works! Hydroxychloroquine works! Doxycycline works! Steroid nebulizers work! Vaccines….eh, not so much-epic fail! #covid",-0.6876,0.0,0.72,0.28
11,1609621379007086592,2023-01-01,https://twitter.com/Gronnet/status/1609621379007086592,172,18,84,262,19,en,False,True,False,False,29856,29,True,19617541,Nwiss 🇸🇪🇪🇸🇺🇸🇬🇧🇪🇺,"Health & Medical Science (views my own) News and Research on #LongCovid #FBLC #MEspine #EDS Longhauler since March 2020, (2nd Covid Nov-21) #MECFS since 2011",False,2009-01-27,3693,2213,"Stockholm, Sweden","Once again - 
#Sweden has the most #covid deaths.

You would think this would be picked up by Swedish media…
*crickets*
#sverigebilden #herdimmunity https://t.co/Y08kOxfhN7",0.0,0.0,1.0,0.0
