,id,date,url,lenContent,replyCount,retweetCount,likeCount,quoteCount,lang,hasLinks,hasMedia,isRetweeted,isQuoted,viewCount,bookmarkCount,hasHashtags,userId,displayName,userDescription,verified,createDate,followerCount,friendCount,userLocation,rawContent,compound,pos,neu,neg
0,1267606040826314755,2020-06-01,https://twitter.com/potus613/status/1267606040826314755,203,9,37,348,2,en,False,False,False,False,,0,True,448235727,Steve Mandel,"Father, Accountant, Conservative, Pro-Israel, Pro-life, #SecondAmendment, Feel free to ask me your tax questions or anything you want. direct message open",False,2011-12-27,45,118,In quarantine ,@NYGovCuomo I know someone who goes on @CNN with @ChrisCuomo every night and does a stupid comedy routine when he has directly ordered the death of thousands of nursing home patients #covid #protests2020,-0.7003,0.093,0.634,0.272
1,1267589715982770176,2020-06-01,https://twitter.com/Stella_Assange/status/1267589715982770176,267,12,244,284,17,en,False,False,False,True,,4,False,1246440482760085504,Stella Assange #FreeAssangeNOW,Via @UniOfOxford @SOAS Insta: StellaAssange lightcasting@protonmail.com 07375B7F2FA1071A94502FD19BE3CE724499,False,2020-04-04,139169,3640,"dontextraditeassange.com, UK",Past and current ministers and MPs urge @RobertBuckland to grant compassionate release to Julian under the #COVID crisis. Julian cannot prepare his extradition case from prison and he is especially vulnerable to the virus. Prisoners are locked in their cells 23h/day.,-0.8155,0.151,0.502,0.348
2,1267587640485871616,2020-06-01,https://twitter.com/Jan_Achakzai/status/1267587640485871616,281,0,18,73,1,en,False,False,False,False,,0,False,110200344,Jan Achakzai / جان اچکزئی,Geo-Political Analyst |Politician | Ex-Minister GOB l  Geo-Strategist | Ex-BBC | CEO INH | Host Jan Achakzai Show https://t.co/3kPLmvm7Ng,False,2010-01-31,57098,3989,Islamabad/Quetta,"PM @ImranKhanPTI is absolutely spot on to gradually open the economic ACTIVITY.

LOCKDOWN school can not provide alternative to 60 percent of population who have no means to meet  ends: 

I will take RISK on #Covid-19 than chased by landlord 4 rent, WAPDA 4 bill &amp; kids 4 food.",-0.4278,0.0,0.908,0.092
3,1267576243446337537,2020-06-01,https://twitter.com/DSteinhardtEsq/status/1267576243446337537,265,7,32,69,4,en,True,False,False,False,,0,True,843597920612114433,Douglas Steinhardt,Lawyer. Eagle Scout. Senator (NJ-23); Former @NJGOP Chairman; Chairman @wcgopnj Instagram @djsteinhardtesq,False,2017-03-19,5817,2876,"New Jersey, USA","Today, before the #NJ Assembly Budget Cte: “Don’t confirm what many of us already suspect, that as a result of this coronavirus crisis, we’re no longer a government of three branches, but a rather government of one.” #NJGOP #LeadRight #covid https://t.co/n19eAyvNAT",-0.743,0.0,0.785,0.215
4,1267571941466091521,2020-06-01,https://twitter.com/gregggonsalves/status/1267571941466091521,272,8,63,242,2,en,False,False,False,False,,0,False,30844417,Gregg Gonsalves,I work @Yale focusing on operations research/epidemiology for infectious disease.  Assoc. Prof @YaleSPH.,False,2009-04-13,115545,12348,"New Haven, CT","Our @POTUS has let tens of thousands die from #covid, he’s stoked violence pitting American against American, all while he and his cronies find ways to enrich themselves at your expense. @realDonaldTrump doesn’t deserve your respect or your vote. He is a thug and a crook.",-0.8899,0.0,0.666,0.334
5,1267561206920830977,2020-06-01,https://twitter.com/jaraparilla/status/1267561206920830977,280,6,66,91,2,en,False,False,False,False,,0,False,60006673,Jaraparilla 🇾🇪 🇵🇸,"Author of the free online book ""WikiLeaks: A True History"".",False,2009-07-25,9787,510,,"Julian Assange has not been publicly seen for months. His lawyers say he has respiratory problems. His doctors advised him not to attend today's court hearing via the possibly #Covid-infected prison videoconference room.  The judge accused him of ""refusing to attend the hearing.""",-0.872,0.0,0.669,0.331
6,1267556885156098048,2020-06-01,https://twitter.com/CBCEdmonton/status/1267556885156098048,233,146,818,4991,269,en,False,True,False,False,,34,True,18999830,CBC Edmonton,"News, current affairs and community stories from the CBC Edmonton newsroom.",False,2009-01-14,163639,566,Edmonton,"This kid is going places! Anaira Joshi-Seoul is only three years old - but she already knows what she wants to be when she grows up. 

Here's her report on the COVID-19 situation in Edmonton. #yeg #covid #news https://t.co/Bce6M6BWTs",0.0,0.0,1.0,0.0
7,1267548578722897921,2020-06-01,https://twitter.com/KarynBryant/status/1267548578722897921,310,13,4,155,0,en,False,True,False,False,,0,True,79517227,Karyn Bryant,UFC anchor since 2012👊 Podcaster🎙️Mom🐣 Crossrope Ambassador🦘Music snob🎵 Brown alum📚 Lefty👈 Word Nerd 🤓 Decent 🎾 player 🔗 https://t.co/AfwYL5BYc1,False,2009-10-03,79119,893,"Los Angeles, CA","My #MondayMotivaton was a lot of sadness, frustration &amp; anger over the death of #GeorgeFloyd, the subversion of the protests, #COVID ruining my kid's last days of 8th grade &amp; still not being back at the @espnmma desk with my @ufc team. Just gonna #StayReadySoIDontHaveToGetReady https://t.co/L5fVBoFl0V",-0.9477,0.0,0.533,0.467
8,1267546559488692226,2020-06-01,https://twitter.com/SamanthaJPower/status/1267546559488692226,154,41,71,357,5,en,False,False,False,True,,0,False,818282957618216960,Samantha Power,"Personal Account. @USAID Administrator: @PowerUSAID. Mother, writer (“The Education of an Idealist”), former US Ambassador to UN, & married to @CassSunstein.",False,2017-01-09,302256,3549,"Washington, DC",Comparing notes on how to downplay #covid until it has spiralled out of control? Or sharing best practices on how to unleash state violence on protesters?,0.25,0.318,0.409,0.273
9,1267544051773050889,2020-06-01,https://twitter.com/UN_SDG/status/1267544051773050889,284,5,13,58,2,en,True,True,False,False,,0,True,823908762,UN Sustainable Development Group 🇺🇳,United Nations Sustainable Development Group. Bringing together @UN development system to deliver on the #GlobalGoals #ForPeopleForPlanet,False,2012-09-14,66028,1580,"New York, NY","Congratulations @MartinVncnt on your appointment by @antonioguterres to lead the @GuineeOneUN team🇬🇳🇺🇳.

Looking forward to seeing your work in supporting the country to achieve the #GlobalGoals and in responding to the #COVID outbreak

https://t.co/Hf5ttphswK https://t.co/jkHeRIHjjc",0.7783,0.298,0.702,0.0
